onet_code,job_title,skills
33-9099.02,Retail Loss Prevention Specialists,"[""Active Learning"", ""Active Listening"", ""Aspect Loss Prevention Aspect EliteLP"", ""Case management system software"", ""Complex Problem Solving"", ""Coordination"", ""Critical Thinking"", ""Database software"", ""Enterprise application integration EAI software"", ""Epicor Loss Prevention"", ""Equipment Maintenance"", ""Equipment Selection"", ""Installation"", ""Instructing"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""McAfee"", ""Microsoft Access"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft PowerPoint"", ""Microsoft Windows"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""NortonLifeLock cybersecurity software"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Structured query language SQL"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Writing""]"
35-1011.00,Chefs and Head Cooks,"[""ADP eTIME"", ""Active Learning"", ""Active Listening"", ""Axxya Systems Nutritionist Pro"", ""Barrington Software CookenPro Commercial"", ""Complex Problem Solving"", ""Coordination"", ""CostGuard"", ""Critical Thinking"", ""Culinary Software Services ChefTec"", ""Delphi Technology"", ""EGS CALCMENU"", ""Email software"", ""Enggist & Grandjean EGS F&B Control"", ""Equipment Maintenance"", ""Equipment Selection"", ""Facebook"", ""GNOME Gnutrition"", ""Google Sheets"", ""GroupMe"", ""IPro Restaurant Inventory, Recipe & Menu Software"", ""Installation"", ""Instructing"", ""Internet browser software"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Menu planning software"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft PowerPoint"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Nutrition analysis software"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""ReServe Interactive"", ""Reading Comprehension"", ""Repairing"", ""Sage MAS 90 ERP"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""SoftCafe MenuPro"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Writing""]"
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,"[""ADP Workforce Now"", ""Active Learning"", ""Active Listening"", ""CBORD Foodservice Suite"", ""CBORD Group Menu Management System"", ""CaterPro"", ""Compeat Restaurant Accounting Systems"", ""Complex Problem Solving"", ""Compris Advanced Manager's Workstation"", ""Compris software"", ""Coordination"", ""CostGuard"", ""Critical Thinking"", ""Delphi Technology"", ""Equipment Maintenance"", ""Equipment Selection"", ""Evernote"", ""IBM Domino"", ""Installation"", ""Instructing"", ""Intuit QuickBooks Point of Sale"", ""Inventory management software"", ""Judgment and Decision Making"", ""Learning Strategies"", ""MICROS Systems HSI Profits Series"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Dynamics"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft PowerPoint"", ""Microsoft Project"", ""Microsoft Publisher"", ""Microsoft Word"", ""Monitoring"", ""NCR Advanced Checkout Solution"", ""NCR NeighborhoodPOS"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Ordering and purchasing software"", ""ParTech PixelPoint POS"", ""Persuasion"", ""Point of sale POS software"", ""Programming"", ""Quality Control Analysis"", ""Quizlet"", ""Reading Comprehension"", ""Regnow Chrysanth Inventory Manager"", ""Repairing"", ""Restaurant Operations & Management Spreadsheet Library"", ""Sage 50 Accounting"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""SoftCafe ScheduleWriter"", ""Speaking"", ""Spreadsheet software"", ""Staff scheduling software"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""The General Store"", ""Time Management"", ""Troubleshooting"", ""Writing""]"
35-2011.00,"Cooks, Fast Food","[""Active Learning"", ""Active Listening"", ""Aldelo Systems Aldelo for Restaurants Pro"", ""Complex Problem Solving"", ""Coordination"", ""Critical Thinking"", ""Equipment Maintenance"", ""Equipment Selection"", ""Foodman Home-Delivery"", ""Installation"", ""Instructing"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Excel"", ""Microsoft Outlook"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Plexis Software Plexis POS"", ""Point of sale POS software"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""RestaurantPlus PRO"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Writing""]"
35-2012.00,"Cooks, Institution and Cafeteria","[""Active Learning"", ""Active Listening"", ""Complex Problem Solving"", ""Coordination"", ""Critical Thinking"", ""Equipment Maintenance"", ""Equipment Selection"", ""GNOME Gnutrition"", ""IBM Lotus 1-2-3"", ""Installation"", ""Instructing"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Meals Plus"", ""Microsoft Excel"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""PCS Revenue Control Systems FASTRAK School Meal Software"", ""Persuasion"", ""Point of sale POS software"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Spreadsheet software"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Word processing software"", ""Writing""]"
35-2013.00,"Cooks, Private Household","[""APPCA Personal Chef Office"", ""Active Learning"", ""Active Listening"", ""Complex Problem Solving"", ""Cooking e-books"", ""Coordination"", ""Cost tracking software"", ""Critical Thinking"", ""Email software"", ""Equipment Maintenance"", ""Equipment Selection"", ""Food inventory software"", ""Installation"", ""Instructing"", ""Intuit QuickBooks"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Web browser software"", ""WordPress"", ""Work scheduling software"", ""Writing"", ""YouTube""]"
35-2014.00,"Cooks, Restaurant","[""Active Learning"", ""Active Listening"", ""Complex Problem Solving"", ""Coordination"", ""Critical Thinking"", ""Equipment Maintenance"", ""Equipment Selection"", ""Facebook"", ""Food safety labeling systems"", ""Installation"", ""Instructing"", ""Inventory management software"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Menu planning software"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Point of sale POS restaurant software"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Recipe cost control software"", ""Repairing"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Writing""]"
35-2015.00,"Cooks, Short Order","[""Active Learning"", ""Active Listening"", ""Aldelo Systems Aldelo for Restaurants Pro"", ""Complex Problem Solving"", ""Coordination"", ""Critical Thinking"", ""Equipment Maintenance"", ""Equipment Selection"", ""Foodman Home-Delivery"", ""Installation"", ""Instructing"", ""Inventory control software"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Plexis Software Plexis POS"", ""Point of sale POS software"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""RestaurantPlus PRO"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Writing""]"
35-2021.00,Food Preparation Workers,"[""Active Learning"", ""Active Listening"", ""Barrington Software CookenPro Commercial"", ""CBORD Foodservice Suite"", ""CBORD NetRecipe"", ""Complex Problem Solving"", ""Coordination"", ""Critical Thinking"", ""Culinary Software Services ChefTec"", ""EGS CALCMENU"", ""Equipment Maintenance"", ""Equipment Selection"", ""Installation"", ""Instructing"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Master Cook Deluxe Professional Cook"", ""Mathematics"", ""Mealmaster Cookbook Wizard"", ""MicroBlast Recipe Wizard for Windows"", ""Microsoft Excel"", ""Microsoft Office software"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Quizlet"", ""Reading Comprehension"", ""Recipe software"", ""Repairing"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""ValuSoft MasterCook"", ""Writing"", ""YouTube"", ""iPro""]"
35-3011.00,Bartenders,"[""AZZ CardFile"", ""Active Learning"", ""Active Listening"", ""Complex Problem Solving"", ""Compris software"", ""Coordination"", ""Critical Thinking"", ""Equipment Maintenance"", ""Equipment Selection"", ""Facebook"", ""Focus point of sale POS software"", ""Installation"", ""Instructing"", ""Intuit QuickBooks Point of Sale"", ""Judgment and Decision Making"", ""Learning Strategies"", ""MICROS Systems HSI Profits Series"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Outlook"", ""Monitoring"", ""NCR Advanced Checkout Solution"", ""NCR NeighborhoodPOS"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Point of sale POS software"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""The General Store"", ""Time Management"", ""Troubleshooting"", ""Web browser software"", ""Writing""]"
35-3023.00,Fast Food and Counter Workers,"[""Active Learning"", ""Active Listening"", ""Aldelo Systems Aldelo for Restaurants Pro"", ""Complex Problem Solving"", ""Compris software"", ""Coordination"", ""Critical Thinking"", ""Equipment Maintenance"", ""Equipment Selection"", ""Facebook"", ""Foodman Home-Delivery"", ""Installation"", ""Instructing"", ""Intuit QuickBooks Point of Sale"", ""Judgment and Decision Making"", ""Learning Strategies"", ""MICROS Systems HSI Profits Series"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Menu and nutrition database software"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Windows"", ""Monitoring"", ""NCR Advanced Checkout Solution"", ""NCR NeighborhoodPOS"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Plexis Software Plexis POS"", ""Point of sale POS software"", ""Programming"", ""Quality Control Analysis"", ""Quizlet"", ""Reading Comprehension"", ""Repairing"", ""RestaurantPlus PRO"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""The General Store"", ""Time Management"", ""Troubleshooting"", ""Writing""]"
